sample_id,constant_weight_mean,rtd_weight_mean,ows_weight_mean,walking_speed_mean,seed
0,-0.4636551912964645,3.1741430099744106,-1.7818603853143382,1.23892578125,259527983879686966983053533505101138069
1,0.43486047503032293,3.1741430099744106,-1.7818603853143382,1.23892578125,125862677988321817233737892822462811813
2,-0.4636551912964645,6.5389819008844405,-1.7818603853143382,1.23892578125,32763888020053736366162730597900946114
3,-0.4636551912964645,3.1741430099744106,-2.1560309709297147,1.23892578125,207227993647805605360379479370433312144
4,-0.4636551912964645,3.1741430099744106,-1.7818603853143382,1.32341796875,196213690845357281512523165027420044021
5,-0.4636551912964645,6.5389819008844405,-2.1560309709297147,1.32341796875,322282003228490467481053761644124172908
6,0.43486047503032293,3.1741430099744106,-2.1560309709297147,1.32341796875,323514960442496103831041404460161508103
7,0.43486047503032293,6.5389819008844405,-1.7818603853143382,1.32341796875,19640455428794489604908516756867192561
8,0.43486047503032293,6.5389819008844405,-2.1560309709297147,1.23892578125,42382779974242296610238828962007676397
9,0.43486047503032293,6.5389819008844405,-2.1560309709297147,1.32341796875,54654657235047819030098873169764433824
10,0.3448509970327361,6.770797523849014,-0.8739203860959832,1.6589257812499998,43795794419954415379019776656252248712
11,-0.3736457132988777,6.770797523849014,-0.8739203860959832,1.6589257812499998,332864386071659994577817074401375782038
12,0.3448509970327361,2.9423273870098363,-0.8739203860959832,1.6589257812499998,61876838997075055785807364736188515563
13,0.3448509970327361,6.770797523849014,-1.24809097171136,1.6589257812499998,197114639173293575134857275789769845574
14,0.3448509970327361,6.770797523849014,-0.8739203860959832,0.90341796875,20896358771576636857651859410601607365
15,0.3448509970327361,2.9423273870098363,-1.24809097171136,0.90341796875,93672718668707774239843707739140203456
16,-0.3736457132988777,6.770797523849014,-1.24809097171136,0.90341796875,212173561729805754957080280898451358963
17,-0.3736457132988777,2.9423273870098363,-0.8739203860959832,0.90341796875,276845934493095814113928735886810341427
18,-0.3736457132988777,2.9423273870098363,-1.24809097171136,1.6589257812499998,221098950751569727282189219568954227773
19,-0.3736457132988777,2.9423273870098363,-1.24809097171136,0.90341796875,287468943913308948869980247344667652141
20,0.7491040911973366,1.3758157530371085,-2.2358303849235157,1.0289257812500001,220211845126246896136445914303767012373
21,0.030607380865722622,1.3758157530371085,-2.2358303849235157,1.0289257812500001,112355231206283260406422487905211461028
22,0.7491040911973366,1.1440001300725342,-2.2358303849235157,1.0289257812500001,149312244974698584893131009795863965070
23,0.7491040911973366,1.3758157530371085,-1.7020609713205375,1.0289257812500001,27274146618401090203242700262834739937
24,0.7491040911973366,1.3758157530371085,-2.2358303849235157,1.11341796875,298218841808647106495305495665931897201
25,0.7491040911973366,1.1440001300725342,-1.7020609713205375,1.11341796875,247823666034294476725813454519600056678
26,0.030607380865722622,1.3758157530371085,-1.7020609713205375,1.11341796875,23939243645860695321119066237700028475
27,0.030607380865722622,1.1440001300725342,-2.2358303849235157,1.11341796875,225490218927964383864957782839917269230
28,0.030607380865722622,1.1440001300725342,-1.7020609713205375,1.0289257812500001,306038551436130396025881511439129205245
29,0.030607380865722622,1.1440001300725342,-1.7020609713205375,1.11341796875,123036553456162555766038072414992414855
30,-0.05940209713186417,4.972470266911712,-1.3278903857051607,1.4489257812499998,160974941335832298448894538799832754593
31,0.8391135691949232,4.972470266911712,-1.3278903857051607,1.4489257812499998,263261208076260917290539394714257335552
32,-0.05940209713186417,4.740654643947138,-1.3278903857051607,1.4489257812499998,219470217736854111728655196428647921227
33,-0.05940209713186417,4.972470266911712,-0.7941209721021825,1.4489257812499998,248786648641265137310831557425786717775
34,-0.05940209713186417,4.972470266911712,-1.3278903857051607,1.5334179687499998,104644692196831719310164704668352210127
35,-0.05940209713186417,4.740654643947138,-0.7941209721021825,1.5334179687499998,144532962691953669916300539234089142977
36,0.8391135691949232,4.972470266911712,-0.7941209721021825,1.5334179687499998,49874286524378553155304771369323821234
37,0.8391135691949232,4.740654643947138,-1.3278903857051607,1.5334179687499998,269314924485259999792860655607079050662
38,0.8391135691949232,4.740654643947138,-0.7941209721021825,1.4489257812499998,42887177221428430133688103347798865285
39,0.8391135691949232,4.740654643947138,-0.7941209721021825,1.5334179687499998,263004344541192427331134604124479169334
40,0.14272444995043593,0.4766521245684574,-1.100905385900572,1.3439257812499998,265636874455207095870446283735527628451
41,1.0412401162772233,0.4766521245684574,-1.100905385900572,1.3439257812499998,181147056913403891284136651088724993120
42,0.14272444995043593,7.438145529353092,-1.100905385900572,1.3439257812499998,256653934845916167111337906106758609354
43,0.14272444995043593,0.4766521245684574,-1.9290459711251262,1.3439257812499998,115699893445929178960302106858896299269
44,0.14272444995043593,0.4766521245684574,-1.100905385900572,1.21841796875,29654460620717028557610231618449061245
45,0.14272444995043593,7.438145529353092,-1.9290459711251262,1.21841796875,244232800317733109758381787657436758319
46,1.0412401162772233,0.4766521245684574,-1.9290459711251262,1.21841796875,228773191257936846965831196955719667738
47,1.0412401162772233,7.438145529353092,-1.100905385900572,1.21841796875,318234196302936230039212727254316994770
48,1.0412401162772233,7.438145529353092,-1.9290459711251262,1.3439257812499998,202213393020888137291737824809572928415
49,1.0412401162772233,7.438145529353092,-1.9290459711251262,1.21841796875,272384363418704594030360924897081381192
